"Tabela 839 - Área plantada, área colhida, quantidade produzida e rendimento médio de milho, 1ª e 2ª safras"
"Variável - Área plantada (Hectares)"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Ano x Produto das lavouras temporárias"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"2003";;;"2004";;;"2005";;;"2006";;;"2007";;;"2008";;;"2009";;;"2010";;;"2011";;;"2012";;;"2013";;;"2014";;;"2015";;;"2016";;;"2017";;;"2018";;;"2019";;;"2020"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra"
"2410504";"      Rafael Fernandes";"370";"370";"-";"310";"310";"-";"285";"285";"-";"330";"330";"-";"300";"300";"-";"450";"450";"-";"600";"600";"-";"250";"250";"-";"400";"400";"-";"315";"315";"-";"320";"320";"-";"180";"180";"-";"75";"75";"-";"45";"45";"-";"120";"120";"-";"175";"175";"-";"110";"110";"-";"100";"100";"-"
"2410702";"      Riacho da Cruz";"380";"380";"-";"300";"300";"-";"220";"220";"-";"225";"225";"-";"260";"260";"-";"360";"360";"-";"380";"380";"-";"140";"140";"-";"240";"240";"-";"240";"240";"-";"230";"230";"-";"200";"200";"-";"200";"200";"-";"180";"180";"-";"60";"60";"-";"140";"140";"-";"140";"140";"-";"140";"140";"-"
"2411007";"      Rodolfo Fernandes";"390";"390";"-";"290";"290";"-";"260";"260";"-";"310";"310";"-";"310";"310";"-";"350";"350";"-";"300";"300";"-";"...";"...";"...";"180";"180";"-";"14";"14";"-";"120";"120";"-";"150";"150";"-";"-";"-";"-";"150";"150";"-";"100";"100";"-";"160";"160";"-";"180";"180";"-";"200";"200";"-"
"2411908";"      São Francisco do Oeste";"395";"395";"-";"360";"360";"-";"260";"260";"-";"260";"260";"-";"310";"310";"-";"500";"500";"-";"280";"280";"-";"40";"40";"-";"350";"350";"-";"220";"220";"-";"235";"235";"-";"230";"230";"-";"150";"150";"-";"160";"160";"-";"480";"480";"-";"200";"200";"-";"300";"300";"-";"280";"280";"-"
"2413607";"      Severiano Melo";"760";"760";"-";"780";"780";"-";"600";"600";"-";"650";"650";"-";"300";"300";"-";"305";"305";"-";"300";"300";"-";"...";"...";"...";"210";"210";"-";"50";"50";"-";"500";"500";"-";"600";"600";"-";"-";"-";"-";"150";"150";"-";"80";"80";"-";"90";"90";"-";"90";"90";"-";"100";"100";"-"
"2413805";"      Taboleiro Grande";"910";"910";"-";"340";"340";"-";"280";"280";"-";"280";"280";"-";"320";"320";"-";"400";"400";"-";"400";"400";"-";"90";"90";"-";"230";"230";"-";"140";"140";"-";"135";"135";"-";"160";"160";"-";"150";"150";"-";"150";"150";"-";"150";"150";"-";"120";"120";"-";"120";"120";"-";"125";"125";"-"
"2414100";"      Tenente Ananias";"870";"870";"-";"780";"780";"-";"580";"580";"-";"620";"620";"-";"750";"750";"-";"700";"700";"-";"480";"480";"-";"300";"300";"-";"600";"600";"-";"520";"520";"-";"510";"510";"-";"460";"460";"-";"150";"150";"-";"150";"150";"-";"100";"100";"-";"200";"200";"-";"300";"300";"-";"320";"320";"-"
"2414902";"      Viçosa";"180";"180";"-";"130";"130";"-";"130";"130";"-";"151";"151";"-";"80";"80";"-";"180";"180";"-";"180";"180";"-";"80";"80";"-";"105";"105";"-";"85";"85";"-";"90";"90";"-";"180";"180";"-";"180";"180";"-";"180";"180";"-";"190";"190";"-";"210";"210";"-";"96";"96";"-";"100";"100";"-"
"24007";"    Umarizal";"6670";"6670";"-";"6910";"6910";"-";"3690";"3690";"-";"5358";"5358";"-";"5276";"5276";"-";"5674";"5674";"-";"5535";"5535";"-";"1330";"1330";"-";"3585";"3585";"-";"2315";"2315";"-";"2832";"2832";"-";"3328";"3328";"-";"2250";"2250";"-";"1930";"1930";"-";"1950";"1950";"-";"2720";"2720";"-";"3370";"3370";"-";"3580";"3580";"-"
"2400604";"      Almino Afonso";"660";"660";"-";"470";"470";"-";"470";"470";"-";"595";"595";"-";"610";"610";"-";"700";"700";"-";"650";"650";"-";"130";"130";"-";"490";"490";"-";"340";"340";"-";"345";"345";"-";"300";"300";"-";"100";"100";"-";"100";"100";"-";"100";"100";"-";"180";"180";"-";"160";"160";"-";"180";"180";"-"
"2400901";"      Antônio Martins";"560";"560";"-";"795";"795";"-";"590";"590";"-";"610";"610";"-";"700";"700";"-";"900";"900";"-";"800";"800";"-";"200";"200";"-";"490";"490";"-";"490";"490";"-";"450";"450";"-";"380";"380";"-";"280";"280";"-";"180";"180";"-";"250";"250";"-";"300";"300";"-";"450";"450";"-";"450";"450";"-"
"2404002";"      Frutuoso Gomes";"500";"500";"-";"710";"710";"-";"320";"320";"-";"360";"360";"-";"350";"350";"-";"350";"350";"-";"400";"400";"-";"200";"200";"-";"220";"220";"-";"175";"175";"-";"185";"185";"-";"250";"250";"-";"150";"150";"-";"120";"120";"-";"130";"130";"-";"160";"160";"-";"230";"230";"-";"240";"240";"-"
"2405900";"      João Dias";"460";"460";"-";"378";"378";"-";"220";"220";"-";"210";"210";"-";"230";"230";"-";"170";"170";"-";"195";"195";"-";"230";"230";"-";"185";"185";"-";"140";"140";"-";"150";"150";"-";"350";"350";"-";"350";"350";"-";"350";"350";"-";"160";"160";"-";"170";"170";"-";"180";"180";"-";"220";"220";"-"
"2406908";"      Lucrécia";"370";"370";"-";"600";"600";"-";"320";"320";"-";"310";"310";"-";"450";"450";"-";"518";"518";"-";"500";"500";"-";"100";"100";"-";"130";"130";"-";"250";"250";"-";"240";"240";"-";"228";"228";"-";"50";"50";"-";"110";"110";"-";"300";"300";"-";"340";"340";"-";"350";"350";"-";"360";"360";"-"
"2407401";"      Martins";"1000";"1000";"-";"790";"790";"-";"550";"550";"-";"1323";"1323";"-";"780";"780";"-";"850";"850";"-";"730";"730";"-";"220";"220";"-";"350";"350";"-";"310";"310";"-";"292";"292";"-";"360";"360";"-";"300";"300";"-";"250";"250";"-";"150";"150";"-";"200";"200";"-";"250";"250";"-";"260";"260";"-"
"2408409";"      Olho d'Água do Borges";"580";"580";"-";"586";"586";"-";"120";"120";"-";"120";"120";"-";"100";"100";"-";"110";"110";"-";"110";"110";"-";"...";"...";"...";"400";"400";"-";"40";"40";"-";"130";"130";"-";"130";"130";"-";"220";"220";"-";"100";"100";"-";"130";"130";"-";"600";"600";"-";"650";"650";"-";"700";"700";"-"
"2409308";"      Patu";"590";"590";"-";"350";"350";"-";"80";"80";"-";"120";"120";"-";"96";"96";"-";"96";"96";"-";"100";"100";"-";"...";"...";"...";"380";"380";"-";"70";"70";"-";"360";"360";"-";"450";"450";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"380";"380";"-";"400";"400";"-"
"2410603";"      Rafael Godeiro";"430";"430";"-";"451";"451";"-";"340";"340";"-";"405";"405";"-";"210";"210";"-";"400";"400";"-";"400";"400";"-";"100";"100";"-";"160";"160";"-";"220";"220";"-";"240";"240";"-";"160";"160";"-";"100";"100";"-";"150";"150";"-";"200";"200";"-";"110";"110";"-";"200";"200";"-";"250";"250";"-"
"2413557";"      Serrinha dos Pintos";"570";"570";"-";"700";"700";"-";"520";"520";"-";"505";"505";"-";"950";"950";"-";"880";"880";"-";"800";"800";"-";"150";"150";"-";"280";"280";"-";"235";"235";"-";"240";"240";"-";"340";"340";"-";"250";"250";"-";"250";"250";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"180";"180";"-"
"2414506";"      Umarizal";"950";"950";"-";"1080";"1080";"-";"160";"160";"-";"800";"800";"-";"800";"800";"-";"700";"700";"-";"850";"850";"-";"...";"...";"...";"500";"500";"-";"45";"45";"-";"200";"200";"-";"380";"380";"-";"250";"250";"-";"120";"120";"-";"130";"130";"-";"260";"260";"-";"320";"320";"-";"340";"340";"-"
"2402";"  Central Potiguar";"11396";"11396";"-";"15662";"15662";"-";"6799";"6799";"-";"9272";"9272";"-";"6715";"6715";"-";"9630";"9630";"-";"10523";"10523";"-";"2829";"2829";"-";"8224";"8096";"128";"2966";"2912";"54";"2802";"2735";"67";"9130";"9130";"-";"6427";"6427";"-";"7761";"7761";"-";"9019";"9019";"-";"10220";"10220";"-";"12078";"12064";"14";"10013";"10013";"-"
"24008";"    Macau";"950";"950";"-";"1825";"1825";"-";"890";"890";"-";"1090";"1090";"-";"520";"520";"-";"980";"980";"-";"980";"980";"-";"770";"770";"-";"1480";"1480";"-";"625";"625";"-";"390";"390";"-";"680";"680";"-";"1020";"1020";"-";"875";"875";"-";"1023";"1023";"-";"685";"685";"-";"1630";"1630";"-";"1525";"1525";"-"
"2401859";"      Caiçara do Norte";"80";"80";"-";"80";"80";"-";"80";"80";"-";"40";"40";"-";"40";"40";"-";"60";"60";"-";"60";"60";"-";"20";"20";"-";"70";"70";"-";"35";"35";"-";"70";"70";"-";"35";"35";"-";"35";"35";"-";"35";"35";"-";"63";"63";"-";"150";"150";"-";"550";"550";"-";"500";"500";"-"
"2404101";"      Galinhos";"20";"20";"-";"20";"20";"-";"10";"10";"-";"10";"10";"-";"20";"20";"-";"20";"20";"-";"20";"20";"-";"...";"...";"...";"50";"50";"-";"80";"80";"-";"30";"30";"-";"40";"40";"-";"80";"80";"-";"60";"60";"-";"60";"60";"-";"60";"60";"-";"60";"60";"-";"60";"60";"-"
"2404507";"      Guamaré";"250";"250";"-";"625";"625";"-";"400";"400";"-";"400";"400";"-";"200";"200";"-";"640";"640";"-";"600";"600";"-";"600";"600";"-";"710";"710";"-";"500";"500";"-";"25";"25";"-";"350";"350";"-";"410";"410";"-";"400";"400";"-";"400";"400";"-";"150";"150";"-";"600";"600";"-";"550";"550";"-"
"2407203";"      Macau";"400";"400";"-";"600";"600";"-";"100";"100";"-";"580";"580";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"100";"100";"-";"400";"400";"-";"10";"10";"-";"15";"15";"-";"120";"120";"-";"145";"145";"-";"100";"100";"-";"100";"100";"-";"100";"100";"-";"100";"100";"-";"120";"120";"-"
"2411601";"      São Bento do Norte";"200";"200";"-";"500";"500";"-";"300";"300";"-";"60";"60";"-";"60";"60";"-";"60";"60";"-";"100";"100";"-";"50";"50";"-";"250";"250";"-";"-";"-";"-";"250";"250";"-";"135";"135";"-";"350";"350";"-";"280";"280";"-";"400";"400";"-";"225";"225";"-";"320";"320";"-";"295";"295";"-"
"24009";"    Angicos";"2530";"2530";"-";"5150";"5150";"-";"1328";"1328";"-";"1680";"1680";"-";"1220";"1220";"-";"1380";"1380";"-";"1910";"1910";"-";"600";"600";"-";"2230";"2230";"-";"270";"270";"-";"660";"660";"-";"1305";"1305";"-";"805";"805";"-";"2070";"2070";"-";"1081";"1081";"-";"2250";"2250";"-";"1790";"1790";"-";"1460";"1460";"-"
"2400307";"      Afonso Bezerra";"300";"300";"-";"350";"350";"-";"100";"100";"-";"150";"150";"-";"150";"150";"-";"150";"150";"-";"500";"500";"-";"100";"100";"-";"250";"250";"-";"50";"50";"-";"100";"100";"-";"210";"210";"-";"250";"250";"-";"290";"290";"-";"103";"103";"-";"480";"480";"-";"350";"350";"-";"400";"400";"-"
"2400802";"      Angicos";"300";"300";"-";"300";"300";"-";"200";"200";"-";"150";"150";"-";"200";"200";"-";"400";"400";"-";"400";"400";"-";"100";"100";"-";"250";"250";"-";"5";"5";"-";"10";"10";"-";"240";"240";"-";"60";"60";"-";"200";"200";"-";"250";"250";"-";"210";"210";"-";"150";"150";"-";"200";"200";"-"
"2401909";"      Caiçara do Rio do Vento";"300";"300";"-";"300";"300";"-";"128";"128";"-";"200";"200";"-";"160";"160";"-";"120";"120";"-";"150";"150";"-";"...";"...";"...";"130";"130";"-";"10";"10";"-";"40";"40";"-";"...";"...";"...";"85";"85";"-";"110";"110";"-";"...";"...";"...";"100";"100";"-";"140";"140";"-";"150";"150";"-"
"2403756";"      Fernando Pedroza";"200";"200";"-";"200";"200";"-";"100";"100";"-";"80";"80";"-";"60";"60";"-";"60";"60";"-";"60";"60";"-";"50";"50";"-";"80";"80";"-";"100";"100";"-";"5";"5";"-";"85";"85";"-";"80";"80";"-";"120";"120";"-";"130";"130";"-";"230";"230";"-";"80";"80";"-";"60";"60";"-"
"2405504";"      Jardim de Angicos";"500";"500";"-";"500";"500";"-";"300";"300";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"50";"50";"-";"120";"120";"-";"80";"80";"-";"240";"240";"-";"160";"160";"-";"160";"160";"-";"120";"120";"-";"108";"108";"-";"130";"130";"-";"130";"130";"-";"130";"130";"-"
"2406700";"      Lajes";"300";"300";"-";"300";"300";"-";"100";"100";"-";"300";"300";"-";"100";"100";"-";"100";"100";"-";"100";"100";"-";"100";"100";"-";"200";"200";"-";"10";"10";"-";"15";"15";"-";"90";"90";"-";"100";"100";"-";"480";"480";"-";"320";"320";"-";"800";"800";"-";"460";"460";"-";"100";"100";"-"
"2409605";"      Pedra Preta";"180";"180";"-";"200";"200";"-";"100";"100";"-";"400";"400";"-";"150";"150";"-";"150";"150";"-";"200";"200";"-";"100";"100";"-";"400";"400";"-";"5";"5";"-";"200";"200";"-";"400";"400";"-";"70";"70";"-";"500";"500";"-";"120";"120";"-";"120";"120";"-";"130";"130";"-";"120";"120";"-"
"2409704";"      Pedro Avelino";"450";"450";"-";"3000";"3000";"-";"300";"300";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"300";"300";"-";"100";"100";"-";"800";"800";"-";"10";"10";"-";"50";"50";"-";"120";"120";"-";"-";"-";"-";"250";"250";"-";"50";"50";"-";"180";"180";"-";"350";"350";"-";"300";"300";"-"
"24010";"    Serra de Santana";"4830";"4830";"-";"5365";"5365";"-";"2865";"2865";"-";"3500";"3500";"-";"2575";"2575";"-";"4255";"4255";"-";"3650";"3650";"-";"665";"665";"-";"1895";"1895";"-";"739";"729";"10";"1108";"1104";"4";"4830";"4830";"-";"2800";"2800";"-";"2750";"2750";"-";"4600";"4600";"-";"4900";"4900";"-";"6360";"6360";"-";"5555";"5555";"-"
"2401651";"      Bodó";"420";"420";"-";"730";"730";"-";"600";"600";"-";"800";"800";"-";"600";"600";"-";"700";"700";"-";"600";"600";"-";"90";"90";"-";"300";"300";"-";"2";"2";"-";"580";"580";"-";"700";"700";"-";"800";"800";"-";"500";"500";"-";"500";"500";"-";"700";"700";"-";"1300";"1300";"-";"900";"900";"-"
"2402709";"      Cerro Corá";"520";"520";"-";"580";"580";"-";"300";"300";"-";"500";"500";"-";"400";"400";"-";"900";"900";"-";"680";"680";"-";"90";"90";"-";"180";"180";"-";"18";"18";"-";"104";"104";"-";"500";"500";"-";"500";"500";"-";"550";"550";"-";"500";"500";"-";"900";"900";"-";"1500";"1500";"-";"1250";"1250";"-"
"2403806";"      Florânia";"800";"800";"-";"800";"800";"-";"400";"400";"-";"480";"480";"-";"300";"300";"-";"280";"280";"-";"250";"250";"-";"50";"50";"-";"300";"300";"-";"125";"125";"-";"200";"200";"-";"700";"700";"-";"600";"600";"-";"400";"400";"-";"150";"150";"-";"150";"150";"-";"450";"450";"-";"315";"315";"-"
"2406502";"      Lagoa Nova";"1435";"1435";"-";"1460";"1460";"-";"300";"300";"-";"350";"350";"-";"300";"300";"-";"1000";"1000";"-";"750";"750";"-";"110";"110";"-";"110";"110";"-";"20";"20";"-";"100";"100";"-";"800";"800";"-";"300";"300";"-";"200";"200";"-";"700";"700";"-";"700";"700";"-";"1500";"1500";"-";"1200";"1200";"-"
"2411403";"      Santana do Matos";"500";"500";"-";"500";"500";"-";"600";"600";"-";"600";"600";"-";"400";"400";"-";"400";"400";"-";"450";"450";"-";"150";"150";"-";"500";"500";"-";"20";"20";"-";"30";"30";"-";"450";"450";"-";"-";"-";"-";"500";"500";"-";"1500";"1500";"-";"1500";"1500";"-";"1000";"1000";"-";"1000";"1000";"-"
"2413003";"      São Vicente";"525";"525";"-";"775";"775";"-";"65";"65";"-";"220";"220";"-";"175";"175";"-";"475";"475";"-";"440";"440";"-";"85";"85";"-";"375";"375";"-";"90";"80";"10";"84";"80";"4";"480";"480";"-";"300";"300";"-";"300";"300";"-";"450";"450";"-";"450";"450";"-";"160";"160";"-";"140";"140";"-"
"2414159";"      Tenente Laurentino Cruz";"630";"630";"-";"520";"520";"-";"600";"600";"-";"550";"550";"-";"400";"400";"-";"500";"500";"-";"480";"480";"-";"90";"90";"-";"130";"130";"-";"464";"464";"-";"10";"10";"-";"1200";"1200";"-";"300";"300";"-";"300";"300";"-";"800";"800";"-";"500";"500";"-";"450";"450";"-";"750";"750";"-"
"24011";"    Seridó Ocidental";"879";"879";"-";"1040";"1040";"-";"655";"655";"-";"716";"716";"-";"769";"769";"-";"1003";"1003";"-";"681";"681";"-";"100";"100";"-";"914";"802";"112";"723";"706";"17";"503";"448";"55";"670";"670";"-";"540";"540";"-";"650";"650";"-";"825";"825";"-";"870";"870";"-";"840";"836";"4";"522";"522";"-"
"2402006";"      Caicó";"236";"236";"-";"271";"271";"-";"150";"150";"-";"100";"100";"-";"380";"380";"-";"400";"400";"-";"30";"30";"-";"65";"65";"-";"426";"320";"106";"255";"250";"5";"273";"273";"-";"210";"210";"-";"80";"80";"-";"150";"150";"-";"80";"80";"-";"60";"60";"-";"45";"45";"-";"60";"60";"-"
"2404804";"      Ipueira";"70";"70";"-";"49";"49";"-";"60";"60";"-";"95";"95";"-";"50";"50";"-";"20";"20";"-";"65";"65";"-";"...";"...";"...";"66";"60";"6";"10";"10";"-";"100";"100";"-";"60";"60";"-";"45";"45";"-";"60";"60";"-";"270";"270";"-";"270";"270";"-";"144";"140";"4";"102";"102";"-"
"2405603";"      Jardim de Piranhas";"110";"110";"-";"300";"300";"-";"240";"240";"-";"131";"131";"-";"100";"100";"-";"140";"140";"-";"101";"101";"-";"...";"...";"...";"30";"30";"-";"178";"178";"-";"30";"20";"10";"60";"60";"-";"60";"60";"-";"50";"50";"-";"25";"25";"-";"80";"80";"-";"80";"80";"-";"45";"45";"-"
"2411809";"      São Fernando";"69";"69";"-";"50";"50";"-";"45";"45";"-";"40";"40";"-";"37";"37";"-";"60";"60";"-";"110";"110";"-";"...";"...";"...";"80";"80";"-";"50";"50";"-";"30";"30";"-";"95";"95";"-";"90";"90";"-";"120";"120";"-";"150";"150";"-";"150";"150";"-";"40";"40";"-";"80";"80";"-"
"2412104";"      São João do Sabugi";"144";"144";"-";"198";"198";"-";"120";"120";"-";"180";"180";"-";"140";"140";"-";"168";"168";"-";"150";"150";"-";"...";"...";"...";"182";"182";"-";"24";"12";"12";"40";"-";"40";"165";"165";"-";"160";"160";"-";"120";"120";"-";"100";"100";"-";"120";"120";"-";"80";"80";"-";"80";"80";"-"
"2413409";"      Serra Negra do Norte";"210";"210";"-";"119";"119";"-";"20";"20";"-";"150";"150";"-";"50";"50";"-";"200";"200";"-";"200";"200";"-";"35";"35";"-";"120";"120";"-";"200";"200";"-";"10";"10";"-";"50";"50";"-";"75";"75";"-";"100";"100";"-";"100";"100";"-";"40";"40";"-";"400";"400";"-";"125";"125";"-"
"2414308";"      Timbaúba dos Batistas";"40";"40";"-";"53";"53";"-";"20";"20";"-";"20";"20";"-";"12";"12";"-";"15";"15";"-";"25";"25";"-";"...";"...";"...";"10";"10";"-";"6";"6";"-";"20";"15";"5";"30";"30";"-";"30";"30";"-";"50";"50";"-";"100";"100";"-";"150";"150";"-";"51";"51";"-";"30";"30";"-"
"24012";"    Seridó Oriental";"2207";"2207";"-";"2282";"2282";"-";"1061";"1061";"-";"2286";"2286";"-";"1631";"1631";"-";"2012";"2012";"-";"3302";"3302";"-";"694";"694";"-";"1705";"1689";"16";"609";"582";"27";"141";"133";"8";"1645";"1645";"-";"1262";"1262";"-";"1416";"1416";"-";"1490";"1490";"-";"1515";"1515";"-";"1458";"1448";"10";"951";"951";"-"
"2400109";"      Acari";"175";"175";"-";"280";"280";"-";"150";"150";"-";"50";"50";"-";"40";"40";"-";"30";"30";"-";"400";"400";"-";"...";"...";"...";"100";"100";"-";"51";"50";"1";"30";"30";"-";"200";"200";"-";"20";"20";"-";"100";"100";"-";"120";"120";"-";"100";"100";"-";"170";"170";"-";"80";"80";"-"
"2402402";"      Carnaúba dos Dantas";"175";"175";"-";"250";"250";"-";"125";"125";"-";"405";"405";"-";"30";"30";"-";"40";"40";"-";"175";"175";"-";"35";"35";"-";"195";"195";"-";"26";"23";"3";"-";"-";"-";"110";"110";"-";"200";"200";"-";"300";"300";"-";"250";"250";"-";"250";"250";"-";"160";"150";"10";"30";"30";"-"
"2403004";"      Cruzeta";"315";"315";"-";"300";"300";"-";"60";"60";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"60";"60";"-";"35";"35";"-";"50";"50";"-";"30";"20";"10";"13";"8";"5";"80";"80";"-";"100";"100";"-";"84";"84";"-";"200";"200";"-";"200";"200";"-";"100";"100";"-";"10";"10";"-"
"2403103";"      Currais Novos";"775";"775";"-";"780";"780";"-";"186";"186";"-";"700";"700";"-";"450";"450";"-";"620";"620";"-";"900";"900";"-";"120";"120";"-";"315";"300";"15";"35";"30";"5";"50";"50";"-";"630";"630";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"150";"150";"-";"100";"100";"-"
"2403400";"      Equador";"65";"65";"-";"101";"101";"-";"80";"80";"-";"65";"65";"-";"126";"126";"-";"134";"134";"-";"102";"102";"-";"81";"81";"-";"85";"85";"-";"70";"70";"-";"20";"20";"-";"22";"22";"-";"30";"30";"-";"62";"62";"-";"60";"60";"-";"140";"140";"-";"128";"128";"-";"115";"115";"-"
"2405702";"      Jardim do Seridó";"187";"187";"-";"178";"178";"-";"240";"240";"-";"150";"150";"-";"110";"110";"-";"252";"252";"-";"452";"452";"-";"145";"145";"-";"165";"165";"-";"60";"60";"-";"15";"15";"-";"150";"150";"-";"140";"140";"-";"200";"200";"-";"120";"120";"-";"70";"70";"-";"80";"80";"-";"90";"90";"-"
"2408508";"      Ouro Branco";"138";"138";"-";"123";"123";"-";"100";"100";"-";"270";"270";"-";"230";"230";"-";"280";"280";"-";"400";"400";"-";"100";"100";"-";"301";"301";"-";"10";"10";"-";"10";"10";"-";"55";"55";"-";"50";"50";"-";"100";"100";"-";"80";"80";"-";"80";"80";"-";"70";"70";"-";"70";"70";"-"
"2408904";"      Parelhas";"185";"185";"-";"128";"128";"-";"120";"120";"-";"240";"240";"-";"280";"280";"-";"315";"315";"-";"518";"518";"-";"92";"92";"-";"301";"300";"1";"258";"256";"2";"-";"-";"-";"256";"256";"-";"300";"300";"-";"200";"200";"-";"250";"250";"-";"350";"350";"-";"300";"300";"-";"216";"216";"-"
"2411429";"      Santana do Seridó";"72";"72";"-";"80";"80";"-";"...";"...";"...";"56";"56";"-";"45";"45";"-";"41";"41";"-";"145";"145";"-";"61";"61";"-";"53";"53";"-";"53";"53";"-";"-";"-";"-";"72";"72";"-";"72";"72";"-";"100";"100";"-";"130";"130";"-";"75";"75";"-";"100";"100";"-";"50";"50";"-"
"2412401";"      São José do Seridó";"120";"120";"-";"62";"62";"-";"...";"...";"...";"150";"150";"-";"120";"120";"-";"100";"100";"-";"150";"150";"-";"25";"25";"-";"140";"140";"-";"16";"10";"6";"3";"-";"3";"70";"70";"-";"150";"150";"-";"70";"70";"-";"80";"80";"-";"50";"50";"-";"200";"200";"-";"190";"190";"-"
"2403";"  Agreste Potiguar";"32605";"32605";"-";"40965";"40965";"-";"18538";"18538";"-";"21707";"21707";"-";"22531";"22531";"-";"26128";"26128";"-";"27600";"27600";"-";"13418";"13418";"-";"25593";"25593";"-";"4496";"3956";"540";"14944";"14944";"-";"10843";"10843";"-";"16430";"16430";"-";"11230";"11230";"-";"7060";"7060";"-";"11101";"11101";"-";"17411";"17411";"-";"17091";"17091";"-"
"24013";"    Baixa Verde";"2660";"2660";"-";"4090";"4090";"-";"970";"970";"-";"1680";"1680";"-";"690";"690";"-";"1040";"1040";"-";"1033";"1033";"-";"833";"833";"-";"2490";"2490";"-";"570";"570";"-";"1490";"1490";"-";"1070";"1070";"-";"1070";"1070";"-";"910";"910";"-";"835";"835";"-";"976";"976";"-";"971";"971";"-";"961";"961";"-"
"2401602";"      Bento Fernandes";"600";"600";"-";"650";"650";"-";"280";"280";"-";"500";"500";"-";"35";"35";"-";"70";"70";"-";"63";"63";"-";"63";"63";"-";"400";"400";"-";"-";"-";"-";"500";"500";"-";"...";"...";"...";"60";"60";"-";"30";"30";"-";"30";"30";"-";"50";"50";"-";"65";"65";"-";"60";"60";"-"
"2405108";"      Jandaíra";"350";"350";"-";"350";"350";"-";"200";"200";"-";"180";"180";"-";"180";"180";"-";"300";"300";"-";"300";"300";"-";"100";"100";"-";"350";"350";"-";"350";"350";"-";"40";"40";"-";"180";"180";"-";"200";"200";"-";"200";"200";"-";"100";"100";"-";"200";"200";"-";"180";"180";"-";"200";"200";"-"
"2405801";"      João Câmara";"1000";"1000";"-";"2000";"2000";"-";"280";"280";"-";"450";"450";"-";"225";"225";"-";"250";"250";"-";"225";"225";"-";"600";"600";"-";"1200";"1200";"-";"120";"120";"-";"350";"350";"-";"500";"500";"-";"500";"500";"-";"350";"350";"-";"350";"350";"-";"246";"246";"-";"246";"246";"-";"246";"246";"-"
"2408805";"      Parazinho";"220";"220";"-";"600";"600";"-";"10";"10";"-";"150";"150";"-";"50";"50";"-";"220";"220";"-";"350";"350";"-";"...";"...";"...";"300";"300";"-";"60";"60";"-";"300";"300";"-";"90";"90";"-";"150";"150";"-";"150";"150";"-";"175";"175";"-";"300";"300";"-";"300";"300";"-";"255";"255";"-"
"2410108";"      Poço Branco";"490";"490";"-";"490";"490";"-";"200";"200";"-";"400";"400";"-";"200";"200";"-";"200";"200";"-";"95";"95";"-";"70";"70";"-";"240";"240";"-";"40";"40";"-";"300";"300";"-";"300";"300";"-";"160";"160";"-";"180";"180";"-";"180";"180";"-";"180";"180";"-";"180";"180";"-";"200";"200";"-"
"24014";"    Borborema Potiguar";"12152";"12152";"-";"14985";"14985";"-";"9829";"9829";"-";"10495";"10495";"-";"13464";"13464";"-";"12323";"12323";"-";"12473";"12473";"-";"6259";"6259";"-";"10165";"10165";"-";"1576";"1576";"-";"5059";"5059";"-";"4428";"4428";"-";"9180";"9180";"-";"5620";"5620";"-";"3095";"3095";"-";"5650";"5650";"-";"9950";"9950";"-";"9430";"9430";"-"
